id_ligne;source_fichier;page_source_pdf;ordre_dans_page;code_niveau_1;libelle_niveau_1;code_niveau_2;libelle_niveau_2;niveau_3;niveau_4;niveau_5;equipement;sypemi_mini_annees;sypemi_reference_annees;sypemi_maxi_annees;votre_proposition_mini_annees;votre_proposition_reference_annees;votre_proposition_maxi_annees;fiche_cee
227;Guide de durée de vie d'un matériel .pdf;9;9;A.2;Installations et équipements;A.2.3;Les installations de Chauffage – Ventilation – Climatisation;Installation aérauliques :;Ventilateurs d’extraction, VMC;;Ventilation mécanique contrôlée (VMC) simple flux hygroréglable;;17;;;;;BAT-TH-125
228;Guide de durée de vie d'un matériel .pdf;9;10;A.2;Installations et équipements;A.2.3;Les installations de Chauffage – Ventilation – Climatisation;Installation aérauliques :;Installations d’extraction de cuisines;;Extracteur cuisine;10;15;18;;;;
229;Guide de durée de vie d'un matériel .pdf;9;11;A.2;Installations et équipements;A.2.3;Les installations de Chauffage – Ventilation – Climatisation;Installation aérauliques :;Installations d’extraction de cuisines;;Hotte cuisson ou laverie;12;15;20;;;;
230;Guide de durée de vie d'un matériel .pdf;9;12;A.2;Installations et équipements;A.2.3;Les installations de Chauffage – Ventilation – Climatisation;Installation aérauliques :;Installations d’extraction d'autres locaux;;Aspiration buanderie;15;20;25;;;;
231;Guide de durée de vie d'un matériel .pdf;9;13;A.2;Installations et équipements;A.2.3;Les installations de Chauffage – Ventilation – Climatisation;Installation aérauliques :;Installations d’extraction d'autres locaux;;Aspiration ateliers;15;20;25;;;;
232;Guide de durée de vie d'un matériel .pdf;9;14;A.2;Installations et équipements;A.2.3;Les installations de Chauffage – Ventilation – Climatisation;Installation aérauliques :;Ventilateurs;;Ventilateur axial;;15;;;;;
233;Guide de durée de vie d'un matériel .pdf;9;15;A.2;Installations et équipements;A.2.3;Les installations de Chauffage – Ventilation – Climatisation;Installation aérauliques :;Ventilateurs;;Ventilateur centrifuge;;15;;;;;
234;Guide de durée de vie d'un matériel .pdf;9;16;A.2;Installations et équipements;A.2.3;Les installations de Chauffage – Ventilation – Climatisation;Installation aérauliques :;Ventilateurs;;Ventilateur hélicoïdal;;15;;;;;
235;Guide de durée de vie d'un matériel .pdf;9;17;A.2;Installations et équipements;A.2.3;Les installations de Chauffage – Ventilation – Climatisation;Installations dites « Autonomes » :;;;Climatiseurs à détente directe type « Windows » ou « Split system »;10;15;20;;;;
236;Guide de durée de vie d'un matériel .pdf;9;18;A.2;Installations et équipements;A.2.3;Les installations de Chauffage – Ventilation – Climatisation;Installations dites « Autonomes » :;;;Split - Multi-split;8;10;15;;;;
237;Guide de durée de vie d'un matériel .pdf;9;19;A.2;Installations et équipements;A.2.3;Les installations de Chauffage – Ventilation – Climatisation;Installations dites « Autonomes » :;;;Armoires autonomes de climatisation, Roof top;10;15;18;;;;
238;Guide de durée de vie d'un matériel .pdf;9;20;A.2;Installations et équipements;A.2.3;Les installations de Chauffage – Ventilation – Climatisation;Pompes à chaleur Air/Air, Air/Eau, Eau/Eau;;;PAC de type Air / Eau;;20;;;;;BAT-TH-113
239;Guide de durée de vie d'un matériel .pdf;9;21;A.2;Installations et équipements;A.2.3;Les installations de Chauffage – Ventilation – Climatisation;Pompes à chaleur Air/Air, Air/Eau, Eau/Eau;;;PAC de type Eau / Eau;;20;;;;;BAT-TH-113
240;Guide de durée de vie d'un matériel .pdf;9;22;A.2;Installations et équipements;A.2.3;Les installations de Chauffage – Ventilation – Climatisation;Régulation et Mesures :;;;GTC, régulations centralisées, régulations terminales;;15;;;;;
241;Guide de durée de vie d'un matériel .pdf;9;23;A.2;Installations et équipements;A.2.3;Les installations de Chauffage – Ventilation – Climatisation;Régulation et Mesures :;;;Régulation par sonde de température extérieure;;15;;;;;
242;Guide de durée de vie d'un matériel .pdf;9;24;A.2;Installations et équipements;A.2.3;Les installations de Chauffage – Ventilation – Climatisation;Régulation et Mesures :;;;Organes de contrôle et de signalisation;;15;;;;;
243;Guide de durée de vie d'un matériel .pdf;9;25;A.2;Installations et équipements;A.2.3;Les installations de Chauffage – Ventilation – Climatisation;Désenfumage – protection incendie :;;;Clapets coupe-feu, trappes de désenfumage;25;30;35;;;;
244;Guide de durée de vie d'un matériel .pdf;9;26;A.2;Installations et équipements;A.2.3;Les installations de Chauffage – Ventilation – Climatisation;Désenfumage – protection incendie :;;;Extracteur / Ventilateurs de désenfumage;20;25;30;;;;
245;Guide de durée de vie d'un matériel .pdf;9;27;A.2;Installations et équipements;A.2.5;Les appareils Elévateurs et Nacelles;Ascenseurs et monte-charges.;;;Ascenseur 630kg - 1000kg;;30;;;;;
246;Guide de durée de vie d'un matériel .pdf;9;28;A.2;Installations et équipements;A.2.5;Les appareils Elévateurs et Nacelles;Ascenseurs et monte-charges.;;;Ascenseur de moins de 630 kg;;25;;;;;
247;Guide de durée de vie d'un matériel .pdf;9;29;A.2;Installations et équipements;A.2.5;Les appareils Elévateurs et Nacelles;Ascenseurs et monte-charges.;;;Monte-charge;;40;;;;;
248;Guide de durée de vie d'un matériel .pdf;9;30;A.2;Installations et équipements;A.2.5;Les appareils Elévateurs et Nacelles;Ascenseurs et monte-charges.;;;Monte-handicapés;;25;;;;;
249;Guide de durée de vie d'un matériel .pdf;9;31;A.2;Installations et équipements;A.2.5;Les appareils Elévateurs et Nacelles;Ascenseurs et monte-charges.;;;Escalier mécanique;15;20;25;;;;
250;Guide de durée de vie d'un matériel .pdf;9;32;A.2;Installations et équipements;A.2.5;Les appareils Elévateurs et Nacelles;Ascenseurs et monte-charges.;;;Quai niveleur;;25;;;;;
251;Guide de durée de vie d'un matériel .pdf;9;33;A.2;Installations et équipements;A.2.5;Les appareils Elévateurs et Nacelles;Ascenseurs et monte-charges.;;;Nacelles de nettoyage et Nacelles autres;15;20;25;;;;
252;Guide de durée de vie d'un matériel .pdf;9;34;A.2;Installations et équipements;A.2.6;Les Portes automatiques, Rideaux, Stores ou Volets roulants motorisés;Barrières et portes automatiques extérieures :;;;Barrières levantes;15;20;25;;;;
253;Guide de durée de vie d'un matériel .pdf;9;35;A.2;Installations et équipements;A.2.6;Les Portes automatiques, Rideaux, Stores ou Volets roulants motorisés;Barrières et portes automatiques extérieures :;;;Portes basculantes, coulissantes, etc.;15;20;25;;;;
254;Guide de durée de vie d'un matériel .pdf;9;36;A.2;Installations et équipements;A.2.6;Les Portes automatiques, Rideaux, Stores ou Volets roulants motorisés;Portes automatiques intérieures :;;;Portes battantes, coulissantes, à tambour, à tourniquet à guillotine, etc.;20;25;30;;;;
255;Guide de durée de vie d'un matériel .pdf;9;37;A.2;Installations et équipements;A.2.6;Les Portes automatiques, Rideaux, Stores ou Volets roulants motorisés;Portes automatiques intérieures :;;;Portes coupe-feu automatiques coulissantes ou pivotantes;20;25;30;;;;
256;Guide de durée de vie d'un matériel .pdf;9;38;A.2;Installations et équipements;A.2.6;Les Portes automatiques, Rideaux, Stores ou Volets roulants motorisés;Protections extérieures :;;;Rideau métallique à lames ou grille à enroulement;25;30;35;;;;
257;Guide de durée de vie d'un matériel .pdf;9;39;A.2;Installations et équipements;A.2.6;Les Portes automatiques, Rideaux, Stores ou Volets roulants motorisés;Protections extérieures :;;;Rideau souple;5;10;15;;;;
258;Guide de durée de vie d'un matériel .pdf;9;40;A.2;Installations et équipements;A.2.6;Les Portes automatiques, Rideaux, Stores ou Volets roulants motorisés;Protections extérieures :;;;Stores extérieurs ou volets roulants à lames;5;10;15;;;;
259;Guide de durée de vie d'un matériel .pdf;9;41;A.2;Installations et équipements;A.2.7;Les systèmes de Sûreté;Poste de contrôle commande;;;Logiciel de contrôle et supervision;5;10;15;;;;
260;Guide de durée de vie d'un matériel .pdf;9;42;A.2;Installations et équipements;A.2.7;Les systèmes de Sûreté;Poste de contrôle commande;;;Serveurs et postes de supervision;5;10;15;;;;
261;Guide de durée de vie d'un matériel .pdf;9;43;A.2;Installations et équipements;A.2.7;Les systèmes de Sûreté;Poste de contrôle commande;;;Ecrans de contrôle et visualisation;5;10;15;;;;
262;Guide de durée de vie d'un matériel .pdf;9;44;A.2;Installations et équipements;A.2.7;Les systèmes de Sûreté;Poste de contrôle commande;;;Câblage du réseau;15;20;25;;;;
263;Guide de durée de vie d'un matériel .pdf;9;45;A.2;Installations et équipements;A.2.7;Les systèmes de Sûreté;Détection intrusion.;;;Contacts de porte;10;15;20;;;;
264;Guide de durée de vie d'un matériel .pdf;9;46;A.2;Installations et équipements;A.2.7;Les systèmes de Sûreté;Détection intrusion.;;;Détecteur de présence;10;15;20;;;;
265;Guide de durée de vie d'un matériel .pdf;9;47;A.2;Installations et équipements;A.2.7;Les systèmes de Sûreté;Détection intrusion.;;;Radars;10;15;20;;;;
266;Guide de durée de vie d'un matériel .pdf;9;48;A.2;Installations et équipements;A.2.7;Les systèmes de Sûreté;Détection intrusion.;;;Barrières infra-rouge;10;15;20;;;;
267;Guide de durée de vie d'un matériel .pdf;9;49;A.2;Installations et équipements;A.2.7;Les systèmes de Sûreté;Détection intrusion.;;;Câbles à chocs;5;10;15;;;;
268;Guide de durée de vie d'un matériel .pdf;9;50;A.2;Installations et équipements;A.2.7;Les systèmes de Sûreté;Détection intrusion.;;;Alarme intrusion;10;15;20;;;;
269;Guide de durée de vie d'un matériel .pdf;9;51;A.2;Installations et équipements;A.2.7;Les systèmes de Sûreté;Contrôle d’accès.;;;Centrale de contrôle d'accès;15;20;25;;;;
270;Guide de durée de vie d'un matériel .pdf;9;52;A.2;Installations et équipements;A.2.7;Les systèmes de Sûreté;Contrôle d’accès.;;;Lecteurs de badge sans contact;10;15;20;;;;
271;Guide de durée de vie d'un matériel .pdf;9;53;A.2;Installations et équipements;A.2.7;Les systèmes de Sûreté;Contrôle d’accès.;;;Lecteurs biométriques;5;10;15;;;;
272;Guide de durée de vie d'un matériel .pdf;9;54;A.2;Installations et équipements;A.2.7;Les systèmes de Sûreté;Contrôle d’accès.;;;Portes et sas à unicité de passage;5;10;15;;;;
273;Guide de durée de vie d'un matériel .pdf;9;55;A.2;Installations et équipements;A.2.7;Les systèmes de Sûreté;Vidéosurveillance;;;Vidéosurveillance sur IP;;7;;;;;
274;Guide de durée de vie d'un matériel .pdf;9;56;A.2;Installations et équipements;A.2.7;Les systèmes de Sûreté;Vidéosurveillance;;;Poste central et moniteurs;5;10;15;;;;
275;Guide de durée de vie d'un matériel .pdf;9;57;A.2;Installations et équipements;A.2.7;Les systèmes de Sûreté;Vidéosurveillance;;;Caméras;5;10;15;;;;
276;Guide de durée de vie d'un matériel .pdf;9;58;A.2;Installations et équipements;A.2.7;Les systèmes de Sûreté;Vidéosurveillance;;;Enregistreur vidéo;;7;;;;;
277;Guide de durée de vie d'un matériel .pdf;9;59;A.2;Installations et équipements;A.2.7;Les systèmes de Sûreté;Alarmes;;;Boitier manuel;15;20;25;;;;
278;Guide de durée de vie d'un matériel .pdf;9;60;A.2;Installations et équipements;A.2.7;Les systèmes de Sûreté;Alarmes;;;Dispositif anti-agression;15;20;25;;;;
279;Guide de durée de vie d'un matériel .pdf;9;61;A.2;Installations et équipements;A.2.7;Les systèmes de Sûreté;Alarmes;;;Sirène, buzzer;10;15;20;;;;
280;Guide de durée de vie d'un matériel .pdf;9;62;A.2;Installations et équipements;A.2.7;Les systèmes de Sûreté;Alarmes;;;Signal lumineux;10;15;20;;;;
281;Guide de durée de vie d'un matériel .pdf;9;63;A.2;Installations et équipements;A.2.7;Les systèmes de Sûreté;Alarmes;;;Télétransmetteur;5;10;15;;;;
282;Guide de durée de vie d'un matériel .pdf;10;1;A.2;Installations et équipements;A.2.8;Les systèmes de Sécurité;Protection Incendie :;;;Centrale de détection Incendie;15;20;25;;;;
283;Guide de durée de vie d'un matériel .pdf;10;2;A.2;Installations et équipements;A.2.8;Les systèmes de Sécurité;Protection Incendie :;;;Détecteurs de fumée;15;20;25;;;;
284;Guide de durée de vie d'un matériel .pdf;10;3;A.2;Installations et équipements;A.2.8;Les systèmes de Sécurité;Protection Incendie :;;;Détecteurs de fumée par aspiration;10;15;20;;;;
285;Guide de durée de vie d'un matériel .pdf;10;4;A.2;Installations et équipements;A.2.8;Les systèmes de Sécurité;Protection Incendie :;;;Réseaux d’alarmes (Coup de poing);20;25;30;;;;
286;Guide de durée de vie d'un matériel .pdf;10;5;A.2;Installations et équipements;A.2.8;Les systèmes de Sécurité;Protection Incendie :;;;Sonorisation.;20;25;30;;;;
287;Guide de durée de vie d'un matériel .pdf;10;6;A.2;Installations et équipements;A.2.8;Les systèmes de Sécurité;Désenfumage – protection incendie (voir A.2.3);;;Portes coupe-feu (parking, entrpôts, …);25;30;35;;;;
288;Guide de durée de vie d'un matériel .pdf;10;7;A.2;Installations et équipements;A.2.8;Les systèmes de Sécurité;Extinction Incendie :;;;Installations et poste de sprinkler sous eau;30;35;40;;;;
289;Guide de durée de vie d'un matériel .pdf;10;8;A.2;Installations et équipements;A.2.8;Les systèmes de Sécurité;Extinction Incendie :;;;Installations et poste de sprinkler sous air;25;30;35;;;;
290;Guide de durée de vie d'un matériel .pdf;10;9;A.2;Installations et équipements;A.2.8;Les systèmes de Sécurité;Extinction Incendie :;;;Poteau incendie DN 100;;40;;;;;
291;Guide de durée de vie d'un matériel .pdf;10;10;A.2;Installations et équipements;A.2.8;Les systèmes de Sécurité;Extinction Incendie :;;;Réseaux de postes Incendie Armés (RIA);20;25;30;;;;
292;Guide de durée de vie d'un matériel .pdf;10;11;A.2;Installations et équipements;A.2.8;Les systèmes de Sécurité;Extinction Incendie :;;;Installation de colonne sèche;30;35;40;;;;
293;Guide de durée de vie d'un matériel .pdf;10;12;A.2;Installations et équipements;A.2.8;Les systèmes de Sécurité;Extinction Incendie :;;;Pompes;20;25;30;;;;
294;Guide de durée de vie d'un matériel .pdf;10;13;A.2;Installations et équipements;A.2.8;Les systèmes de Sécurité;Extinction Incendie :;;;Extincteurs portatifs, mobiles ou fixes (hors recharge).;20;25;30;;;;
295;Guide de durée de vie d'un matériel .pdf;10;14;A.2;Installations et équipements;A.2.8;Les systèmes de Sécurité;Extinction Incendie :;;;Installation de gaz inerte, mousse, brouillard et autres;15;20;25;;;;
296;Guide de durée de vie d'un matériel .pdf;10;15;A.2;Installations et équipements;A.2.9;Les services de Facilities Management;Distribution de Boissons et de Friandises :;;;Fontaine réfrigérée;8;10;12;;;;
297;Guide de durée de vie d'un matériel .pdf;10;16;A.2;Installations et équipements;A.2.9;Les services de Facilities Management;Distribution de Boissons et de Friandises :;;;Distributeurs de denrées;3;6;9;;;;
298;Guide de durée de vie d'un matériel .pdf;10;17;A.2;Installations et équipements;A.2.9;Les services de Facilities Management;Service Courrier :;;;Scanner de documents (courrier ou chèques);3;6;9;;;;
299;Guide de durée de vie d'un matériel .pdf;10;18;A.2;Installations et équipements;A.2.9;Les services de Facilities Management;Service Courrier :;;;Matériel de mise sous plis;3;6;9;;;;
300;Guide de durée de vie d'un matériel .pdf;10;19;A.2;Installations et équipements;A.2.9;Les services de Facilities Management;Service Courrier :;;;Machine à affranchir;3;6;9;;;;
301;Guide de durée de vie d'un matériel .pdf;10;20;A.2;Installations et équipements;A.2.9;Les services de Facilities Management;Service Courrier :;;;Imprimante d’enveloppes;3;6;9;;;;
302;Guide de durée de vie d'un matériel .pdf;10;21;A.2;Installations et équipements;A.2.9;Les services de Facilities Management;Service Courrier :;;;Balance;3;6;9;;;;
303;Guide de durée de vie d'un matériel .pdf;10;22;A.2;Installations et équipements;A.2.9;Les services de Facilities Management;Service de Reprographie :;;;Copieur d’étage;5;10;15;;;;
304;Guide de durée de vie d'un matériel .pdf;10;23;A.2;Installations et équipements;A.2.9;Les services de Facilities Management;Service de Reprographie :;;;Destructeur de documents confidentiels;3;6;9;;;;
305;Guide de durée de vie d'un matériel .pdf;10;24;A.2;Installations et équipements;A.2.9;Les services de Facilities Management;Service de Reprographie :;;;Imprimantes d’étage;3;6;9;;;;
306;Guide de durée de vie d'un matériel .pdf;10;25;A.2;Installations et équipements;A.2.9;Les services de Facilities Management;Service de Reprographie :;;;Massicot;5;10;15;;;;
307;Guide de durée de vie d'un matériel .pdf;10;26;A.2;Installations et équipements;A.2.9;Les services de Facilities Management;Service de Reprographie :;;;Plieuse;5;10;15;;;;
308;Guide de durée de vie d'un matériel .pdf;10;27;A.2;Installations et équipements;A.2.9;Les services de Facilities Management;Service de Reprographie :;;;Relieuse;3;6;9;;;;
309;Guide de durée de vie d'un matériel .pdf;10;28;A.2;Installations et équipements;A.2.9;Les services de Facilities Management;Mobilier;;;Sièges, caissons;10;15;20;;;;
310;Guide de durée de vie d'un matériel .pdf;10;29;A.2;Installations et équipements;A.2.9;Les services de Facilities Management;Mobilier;;;Tables, armoires;10;15;20;;;;
